country,iso3,g_whoregion,year,budget_lab,budget_oth,budget_staff,cf_lab,cf_staff,cf_tot_domestic,cf_tot_gf,cf_tot_grnt,cf_tot_sources,cf_tot_usaid,download_date
Afghanistan,AFG,EMR,2018,2543262,NA,761828,2473391,741545,533779,3178499,2523675,10698483,4462530,2023-07-28
Afghanistan,AFG,EMR,2019,2797414,5344361,915527,2208668,871931,511854,6533095,3608394,13419792,2766449,2023-07-28
Afghanistan,AFG,EMR,2020,3200000,4000000,2300000,3188713,2248593,1171864,6935551,6871009,17978424,3000000,2023-07-28
Afghanistan,AFG,EMR,2021,1696418,3606831,570776,1696418,570776,NA,7638546,2995053,10633599,NA,2023-07-28
Afghanistan,AFG,EMR,2022,515246,3529753,729629,715071,672737,269339,6876137,1898528,10599950,1555946,2023-07-28
Albania,ALB,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Albania,ALB,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Albania,ALB,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Albania,ALB,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Albania,ALB,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Algeria,DZA,AFR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Algeria,DZA,AFR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Algeria,DZA,AFR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Algeria,DZA,AFR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Algeria,DZA,AFR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
American Samoa,ASM,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
American Samoa,ASM,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
American Samoa,ASM,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
American Samoa,ASM,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
American Samoa,ASM,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Andorra,AND,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Andorra,AND,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Andorra,AND,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Andorra,AND,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Andorra,AND,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Angola,AGO,AFR,2018,1526820,4000000,1572700,500000,1572700,3293147,4972863,689553,8955563,0,2023-07-28
Angola,AGO,AFR,2019,17133500,4000000,1572700,7216284,1572700,13692478,2416285,4000000,20108763,0,2023-07-28
Angola,AGO,AFR,2020,742078,NA,173805,742078,173805,17672192,1897542,737293,20307027,0,2023-07-28
Angola,AGO,AFR,2021,16412210,0,173805,2100360,173805,6041429,4213441,NA,10254870,NA,2023-07-28
Angola,AGO,AFR,2022,16412210,0,2582160,2500360,2081059,10831930,4213441,NA,15045371,NA,2023-07-28
Anguilla,AIA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Anguilla,AIA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Anguilla,AIA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Anguilla,AIA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Anguilla,AIA,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Antigua and Barbuda,ATG,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Antigua and Barbuda,ATG,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Antigua and Barbuda,ATG,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Antigua and Barbuda,ATG,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Antigua and Barbuda,ATG,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Argentina,ARG,AMR,2018,263032,0,0,263032,0,5189232,0,0,5189232,0,2023-07-28
Argentina,ARG,AMR,2019,263032,0,0,263032,0,2510552,0,0,2510552,0,2023-07-28
Argentina,ARG,AMR,2020,129378,0,0,129378,0,1320638,0,0,1320638,0,2023-07-28
Argentina,ARG,AMR,2021,146665,0,0,146665,0,1086705,0,0,1086705,0,2023-07-28
Argentina,ARG,AMR,2022,464568,NA,NA,464568,NA,1809798,NA,NA,1809798,NA,2023-07-28
Armenia,ARM,EUR,2018,422187,2378816,2557476,422187,2557476,2520982,4307786,0,6828768,0,2023-07-28
Armenia,ARM,EUR,2019,164346,162174,73866,164346,73866,74089,1130669,0,1204758,0,2023-07-28
Armenia,ARM,EUR,2020,633011,3465707,103896,633011,103896,3331208,1805341,NA,5136549,NA,2023-07-28
Armenia,ARM,EUR,2021,690187,2452341,203921,690187,203921,2059940,1288276,NA,3348216,NA,2023-07-28
Armenia,ARM,EUR,2022,333514,1923417,84000,333514,84000,1923417,1319868,NA,3243285,NA,2023-07-28
Aruba,ABW,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Aruba,ABW,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Aruba,ABW,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Aruba,ABW,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Aruba,ABW,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Australia,AUS,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Australia,AUS,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Australia,AUS,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Australia,AUS,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Australia,AUS,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Austria,AUT,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Austria,AUT,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Austria,AUT,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Austria,AUT,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Austria,AUT,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Azerbaijan,AZE,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Azerbaijan,AZE,EUR,2019,896894,107963,10320365,896894,10320365,16487435,4397794,NA,20885229,NA,2023-07-28
Azerbaijan,AZE,EUR,2020,753947,NA,7975385,753947,7975385,14455282,2878142,NA,17333424,NA,2023-07-28
Azerbaijan,AZE,EUR,2021,1332264,192324,7251101,1332264,7251101,11086889,3525398,NA,14612287,NA,2023-07-28
Azerbaijan,AZE,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahamas,BHS,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahamas,BHS,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahamas,BHS,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahamas,BHS,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahamas,BHS,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahrain,BHR,EMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahrain,BHR,EMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahrain,BHR,EMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahrain,BHR,EMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bahrain,BHR,EMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bangladesh,BGD,SEA,2018,22368855,8695031,17313659,8004443,15660486,9498160,36651484,0,46149644,0,2023-07-28
Bangladesh,BGD,SEA,2019,32123255,1807810,20323571,12753612,21387575,18153743,36966056,0,68101153,12981354,2023-07-28
Bangladesh,BGD,SEA,2020,28849329,2089628,29332255,27344810,25752698,31284925,58400862,0,103185787,13500000,2023-07-28
Bangladesh,BGD,SEA,2021,49661669,9384285,35778032,32188489,17115976,55686165,39263464,0,95080346,130717,2023-07-28
Bangladesh,BGD,SEA,2022,46045848,10890715,41032144,36830781,46892562,73820623,55830653,0,150651276,21000000,2023-07-28
Barbados,BRB,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Barbados,BRB,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Barbados,BRB,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Barbados,BRB,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Barbados,BRB,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Belarus,BLR,EUR,2018,1378674,NA,NA,1378674,NA,4457692,3106394,774396,8338482,NA,2023-07-28
Belarus,BLR,EUR,2019,1901223,609012,54665,1901223,54665,4253882,4148972,1239941,9642795,0,2023-07-28
Belarus,BLR,EUR,2020,1498694,55699192,645576,1498694,645576,67114272,6650113,441056,74205441,0,2023-07-28
Belarus,BLR,EUR,2021,2174613,0,34097802,2174613,34097802,67920001,2185789,NA,70105790,0,2023-07-28
Belarus,BLR,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Belgium,BEL,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Belgium,BEL,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Belgium,BEL,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Belgium,BEL,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Belgium,BEL,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Belize,BLZ,AMR,2018,53900,0,182705,53900,182705,33655,466794,0,500449,0,2023-07-28
Belize,BLZ,AMR,2019,53900,NA,182705,15750,182705,101000,166665,0,267665,0,2023-07-28
Belize,BLZ,AMR,2020,53900,0,182705,53900,182705,252203,144646,0,396849,0,2023-07-28
Belize,BLZ,AMR,2021,53900,0,182705,53900,144409,101000,162631,0,263631,0,2023-07-28
Belize,BLZ,AMR,2022,53900,0,182705,53900,144409,106000,162631,0,268631,0,2023-07-28
Benin,BEN,AFR,2018,606750,308293,834567,579090,552602,350893,2913700,0,3264593,0,2023-07-28
Benin,BEN,AFR,2019,587082,0,736084,540007,523130,250788,2081757,33439,2365984,0,2023-07-28
Benin,BEN,AFR,2020,686700,0,504226,497542,501669,204523,2091489,0,2296012,0,2023-07-28
Benin,BEN,AFR,2021,645622,0,618243,538990,603482,399875,2614080,0,3013955,0,2023-07-28
Benin,BEN,AFR,2022,1103900,0,658034,1073594,603482,584002,2707431,0,3291433,0,2023-07-28
Bermuda,BMU,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bermuda,BMU,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bermuda,BMU,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bermuda,BMU,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bermuda,BMU,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bhutan,BTN,SEA,2018,602850,671763,0,194400,0,608335,478874,NA,1087209,NA,2023-07-28
Bhutan,BTN,SEA,2019,167450,0,13432,54200,5543,12857,381263,14757,408877,0,2023-07-28
Bhutan,BTN,SEA,2020,205000,0,6000,101040,5666,20000,316237,0,336237,0,2023-07-28
Bhutan,BTN,SEA,2021,267600,0,5923,235227,5923,60000,505861,50000,615861,0,2023-07-28
Bhutan,BTN,SEA,2022,193737,640383,14594,123540,9729,115861,680833,90000,886694,0,2023-07-28
Bolivia (Plurinational State of),BOL,AMR,2018,2702506,577593,193625,2702506,193625,1113122,5273632,0,6386754,0,2023-07-28
Bolivia (Plurinational State of),BOL,AMR,2019,3042127,1180009,422141,3042127,422141,1861700,5002454,0,6864154,0,2023-07-28
Bolivia (Plurinational State of),BOL,AMR,2020,NA,NA,NA,541083,245299,1814699,1621341,0,3436040,0,2023-07-28
Bolivia (Plurinational State of),BOL,AMR,2021,693592,0,245299,693592,245299,1810344,2291173,0,4101517,0,2023-07-28
Bolivia (Plurinational State of),BOL,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bosnia and Herzegovina,BIH,EUR,2018,3196979,3350,126184,3196979,126184,7976671,NA,NA,7976671,NA,2023-07-28
Bosnia and Herzegovina,BIH,EUR,2019,568307,11429,2218262,568307,2218262,2997555,1760,0,2999315,0,2023-07-28
Bosnia and Herzegovina,BIH,EUR,2020,NA,NA,NA,NA,NA,71552,NA,NA,71552,NA,2023-07-28
Bosnia and Herzegovina,BIH,EUR,2021,NA,NA,NA,NA,NA,73239,NA,NA,73239,NA,2023-07-28
Bosnia and Herzegovina,BIH,EUR,2022,NA,NA,NA,NA,NA,43857,NA,NA,43857,NA,2023-07-28
Botswana,BWA,AFR,2018,2197214,4202995,1080000,2197214,1080000,5838455,1900000,0,8238455,500000,2023-07-28
Botswana,BWA,AFR,2019,1168144,948422,1260000,471319,1260000,5069849,600000,100000,6069849,300000,2023-07-28
Botswana,BWA,AFR,2020,87000,0,360000,61000,252000,11548220,2000000,500000,14048220,0,2023-07-28
Botswana,BWA,AFR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Botswana,BWA,AFR,2022,2201605,100000,1500550,1927000,1500550,6500000,300000,600000,7500000,100000,2023-07-28
Brazil,BRA,AMR,2018,5500000,NA,12000000,5339198,9631756,47987348,0,0,47987348,0,2023-07-28
Brazil,BRA,AMR,2019,7142388,117000,660802,7142388,660802,38052385,NA,117000,38169385,NA,2023-07-28
Brazil,BRA,AMR,2020,6774730,22000,641205,6774730,641205,34157348,0,22000,34179348,0,2023-07-28
Brazil,BRA,AMR,2021,4087862,17000,656254,4087862,656254,27602345,0,17000,27619345,0,2023-07-28
Brazil,BRA,AMR,2022,5302933,17000,714938,5302933,714938,33969698,0,17000,33986698,0,2023-07-28
British Virgin Islands,VGB,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
British Virgin Islands,VGB,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
British Virgin Islands,VGB,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
British Virgin Islands,VGB,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
British Virgin Islands,VGB,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Brunei Darussalam,BRN,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Brunei Darussalam,BRN,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Brunei Darussalam,BRN,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Brunei Darussalam,BRN,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Brunei Darussalam,BRN,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Bulgaria,BGR,EUR,2018,75077,411569,7068749,75077,7068749,7449884,1385133,0,8835017,0,2023-07-28
Bulgaria,BGR,EUR,2019,347747,324373,6423646,347747,6423646,7655138,0,0,7655138,0,2023-07-28
Bulgaria,BGR,EUR,2020,428792,0,7586734,428792,7586734,8408528,0,0,8408528,0,2023-07-28
Bulgaria,BGR,EUR,2021,410061,0,4175826,410061,4175826,4950315,0,0,4950315,0,2023-07-28
Bulgaria,BGR,EUR,2022,347000,0,2500000,347000,2500000,3408703,0,0,3408703,0,2023-07-28
Burkina Faso,BFA,AFR,2018,1886405,62838,229289,916392,10207,521867,4100179,5800,4627846,0,2023-07-28
Burkina Faso,BFA,AFR,2019,2313821,68638,229289,2069078,92573,303318,3265101,NA,3568419,NA,2023-07-28
Burkina Faso,BFA,AFR,2020,1376258,57038,237269,368407,112519,148138,1213172,45429,1406739,NA,2023-07-28
Burkina Faso,BFA,AFR,2021,1241134,80517,370499,63100,0,160000,1563944,0,1723944,0,2023-07-28
Burkina Faso,BFA,AFR,2022,1878208,57038,229289,0,78434,95137,1795035,NA,1890172,NA,2023-07-28
Burundi,BDI,AFR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Burundi,BDI,AFR,2019,383038,NA,2093695,NA,NA,73099,622730,0,695829,0,2023-07-28
Burundi,BDI,AFR,2020,1696155,628814,1328429,351086,201455,368946,610245,673692,1652883,0,2023-07-28
Burundi,BDI,AFR,2021,5214176,71788,2452721,746894,243211,361478,1021786,379390,1762654,0,2023-07-28
Burundi,BDI,AFR,2022,2583221,1431734,3533520,803348,257444,339802,1488356,240860,2069018,0,2023-07-28
Cabo Verde,CPV,AFR,2018,11000,NA,21600,11000,21600,66200,20000,NA,86200,0,2023-07-28
Cabo Verde,CPV,AFR,2019,20000,NA,21600,20000,21600,77000,11600,0,88600,0,2023-07-28
Cabo Verde,CPV,AFR,2020,11000,NA,21600,11000,21600,63600,24500,0,88100,0,2023-07-28
Cabo Verde,CPV,AFR,2021,11000,NA,21600,11000,21600,65300,21000,NA,86300,NA,2023-07-28
Cabo Verde,CPV,AFR,2022,11000,0,21600,11000,21600,59100,18000,NA,77100,0,2023-07-28
Cambodia,KHM,WPR,2018,3658217,4820101,8408491,1594549,3068829,4559546,4979168,2050000,13288714,1700000,2023-07-28
Cambodia,KHM,WPR,2019,3000000,2000000,8477562,1420931,3343864,5184850,5000000,1230000,12414850,1000000,2023-07-28
Cambodia,KHM,WPR,2020,4472988,500000,6550604,1702882,4444094,6247179,8330839,1600000,16778018,600000,2023-07-28
Cambodia,KHM,WPR,2021,4400000,4000000,8700000,2000000,4500000,6300000,7892639,1748000,17440639,1500000,2023-07-28
Cambodia,KHM,WPR,2022,4800000,4000000,10000000,2000000,5000000,6000000,12000000,800000,20500000,1700000,2023-07-28
Cameroon,CMR,AFR,2018,1323630,1354020,989728,346870,703524,1452071,2755188,NA,4207259,0,2023-07-28
Cameroon,CMR,AFR,2019,2270828,1360177,989728,851500,315414,784514,3535813,NA,4320327,NA,2023-07-28
Cameroon,CMR,AFR,2020,1819345,0,914660,818295,543405,662073,3229508,82759,3974340,0,2023-07-28
Cameroon,CMR,AFR,2021,1203941,1050000,459206,1203941,459206,567836,6042092,1050000,7659928,NA,2023-07-28
Cameroon,CMR,AFR,2022,981678,0,1326580,981678,1326580,1438513,5728830,1200000,8367343,0,2023-07-28
Canada,CAN,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Canada,CAN,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Canada,CAN,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Canada,CAN,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Canada,CAN,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cayman Islands,CYM,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cayman Islands,CYM,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cayman Islands,CYM,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cayman Islands,CYM,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cayman Islands,CYM,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Central African Republic,CAF,AFR,2018,219973,NA,427639,209160,302582,272484,1012868,NA,1285352,NA,2023-07-28
Central African Republic,CAF,AFR,2019,495430,0,427639,495430,427639,772672,1036438,80000,1949110,60000,2023-07-28
Central African Republic,CAF,AFR,2020,495430,20000,427639,495430,427639,772672,1367434,80000,2420106,200000,2023-07-28
Central African Republic,CAF,AFR,2021,558510,22546,482078,661812,571243,1209240,2410763,26716,3694664,47945,2023-07-28
Central African Republic,CAF,AFR,2022,471563,26672,420305,428139,382824,732626,2389006,23892,3185341,39817,2023-07-28
Chad,TCD,AFR,2018,94783,0,110345,48235,120106,NA,2020614,NA,2020614,NA,2023-07-28
Chad,TCD,AFR,2019,1038826,553353,623115,660238,119724,357142,1732076,0,2089218,0,2023-07-28
Chad,TCD,AFR,2020,1532420,0,500000,354264,500000,400000,1560067,30000,1990067,0,2023-07-28
Chad,TCD,AFR,2021,1564250,224200,1163598,810402,169550,525840,1641894,207407,2375141,0,2023-07-28
Chad,TCD,AFR,2022,NA,NA,NA,NA,NA,NA,NA,0,0,0,2023-07-28
Chile,CHL,AMR,2018,NA,NA,3000000,NA,250000,250000,NA,NA,250000,NA,2023-07-28
Chile,CHL,AMR,2019,NA,3500000,NA,NA,NA,250000,0,0,250000,0,2023-07-28
Chile,CHL,AMR,2020,NA,3800000,NA,NA,NA,60000,0,0,60000,0,2023-07-28
Chile,CHL,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Chile,CHL,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
China,CHN,WPR,2018,11047619,NA,137934914,11047619,137934914,527810103,NA,13212438,541022541,NA,2023-07-28
China,CHN,WPR,2019,33671641,0,146348944,33671641,146348944,664180563,0,6837963,671018526,0,2023-07-28
China,CHN,WPR,2020,37971831,0,155129881,37971831,155129881,884489066,NA,352113,884841179,NA,2023-07-28
China,CHN,WPR,2021,3875000,NA,158697868,3875000,158697868,792175512,NA,190565,792366077,NA,2023-07-28
China,CHN,WPR,2022,4485981,NA,172504582,4485981,172504582,862153599,NA,NA,862153599,NA,2023-07-28
"China, Hong Kong SAR",HKG,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"China, Hong Kong SAR",HKG,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"China, Hong Kong SAR",HKG,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"China, Hong Kong SAR",HKG,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"China, Hong Kong SAR",HKG,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"China, Macao SAR",MAC,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"China, Macao SAR",MAC,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
"China, Macao SAR",MAC,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
