country,iso3,g_whoregion,year,rcvd_lab,rcvd_staff,rcvd_tot_domestic,rcvd_tot_gf,rcvd_tot_grnt,rcvd_tot_sources,rcvd_tot_usaid,download_date
Saint Kitts and Nevis,KNA,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Kitts and Nevis,KNA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Lucia,LCA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saint Vincent and the Grenadines,VCT,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Samoa,WSM,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
San Marino,SMR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sao Tome and Principe,STP,AFR,2017,230682,57786,64250,470903,145847,681000,0,2023-07-28
Sao Tome and Principe,STP,AFR,2018,64548,49754,191359,290475,11582,493416,0,2023-07-28
Sao Tome and Principe,STP,AFR,2019,64548,49754,191359,290475,11582,493416,0,2023-07-28
Sao Tome and Principe,STP,AFR,2020,95772,52200,27991,358998,18890,405879,0,2023-07-28
Sao Tome and Principe,STP,AFR,2021,64548,32589,42400,309681,10622,362703,0,2023-07-28
Saudi Arabia,SAU,EMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saudi Arabia,SAU,EMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saudi Arabia,SAU,EMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saudi Arabia,SAU,EMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Saudi Arabia,SAU,EMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Senegal,SEN,AFR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Senegal,SEN,AFR,2018,1005303,1311309,2222605,2280413,179903,4682921,0,2023-07-28
Senegal,SEN,AFR,2019,1001626,1048283,1334413,2199716,148607,3682736,0,2023-07-28
Senegal,SEN,AFR,2020,813424,1411320,1823574,3728987,155721,5708282,0,2023-07-28
Senegal,SEN,AFR,2021,1300000,400000,961725,1535697,1224803,3722225,0,2023-07-28
Serbia,SRB,EUR,2017,2201451,16800,9424523,0,0,9424523,0,2023-07-28
Serbia,SRB,EUR,2018,2087324,18820,8804577,0,0,8804577,0,2023-07-28
Serbia,SRB,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Serbia,SRB,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Serbia,SRB,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Seychelles,SYC,AFR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sierra Leone,SLE,AFR,2017,352359,241754,241754,3884721,0,4346475,220000,2023-07-28
Sierra Leone,SLE,AFR,2018,2618874,264591,264591,11086383,587741,11974180,35465,2023-07-28
Sierra Leone,SLE,AFR,2019,300000,295250,295250,5966058,807340,7068648,NA,2023-07-28
Sierra Leone,SLE,AFR,2020,200000,261000,290000,5930722,800000,7020722,NA,2023-07-28
Sierra Leone,SLE,AFR,2021,500000,300000,614412,5000000,642146,6256558,NA,2023-07-28
Singapore,SGP,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Singapore,SGP,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Singapore,SGP,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Singapore,SGP,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Singapore,SGP,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sint Maarten (Dutch part),SXM,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovakia,SVK,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Slovenia,SVN,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Solomon Islands,SLB,WPR,2017,50176,343547,362447,603349,0,965796,0,2023-07-28
Solomon Islands,SLB,WPR,2018,129270,343547,482184,548576,0,1030760,0,2023-07-28
Solomon Islands,SLB,WPR,2019,187885,178085,419850,645584,0,1065434,0,2023-07-28
Solomon Islands,SLB,WPR,2020,174507,178085,490236,548255,0,1038491,0,2023-07-28
Solomon Islands,SLB,WPR,2021,173460,178085,239960,522648,0,762608,0,2023-07-28
Somalia,SOM,EMR,2017,2344503,150360,NA,14033839,NA,14033839,NA,2023-07-28
Somalia,SOM,EMR,2018,150240,2074949,NA,6413956,NA,6413956,NA,2023-07-28
Somalia,SOM,EMR,2019,990813,2447862,0,9156218,0,9156218,0,2023-07-28
Somalia,SOM,EMR,2020,1233137,0,0,1859390,0,1859390,0,2023-07-28
Somalia,SOM,EMR,2021,812621,194449,0,10803421,250000,11053421,0,2023-07-28
South Africa,ZAF,AFR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Africa,ZAF,AFR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Africa,ZAF,AFR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Africa,ZAF,AFR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Africa,ZAF,AFR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
South Sudan,SSD,AFR,2017,2355028,121919,NA,9528837,NA,9528837,NA,2023-07-28
South Sudan,SSD,AFR,2018,221546,667168,NA,3277503,NA,3277503,NA,2023-07-28
South Sudan,SSD,AFR,2019,93793,35675,NA,3879888,NA,3879888,NA,2023-07-28
South Sudan,SSD,AFR,2020,830515,493210,0,11351205,0,11351205,0,2023-07-28
South Sudan,SSD,AFR,2021,455053,98327,0,1769276,0,1769276,0,2023-07-28
Spain,ESP,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Spain,ESP,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Spain,ESP,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Spain,ESP,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Spain,ESP,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sri Lanka,LKA,SEA,2017,902174,4691783,6241680,1997948,305430,8545058,0,2023-07-28
Sri Lanka,LKA,SEA,2018,1921057,3567893,3567893,2738875,5186,6311954,NA,2023-07-28
Sri Lanka,LKA,SEA,2019,927130,1371783,2061890,1141645,9090,3212625,NA,2023-07-28
Sri Lanka,LKA,SEA,2020,459741,1430092,2235099,1203391,55223,3493713,NA,2023-07-28
Sri Lanka,LKA,SEA,2021,976685,1615638,2546350,1554959,28741,4130050,NA,2023-07-28
Sudan,SDN,EMR,2017,2620168,4987082,2493541,12433376,NA,14926917,NA,2023-07-28
Sudan,SDN,EMR,2018,747933,328586,169200,5218549,NA,5387749,NA,2023-07-28
Sudan,SDN,EMR,2019,1962491,605290,NA,11428021,NA,11428021,NA,2023-07-28
Sudan,SDN,EMR,2020,1440319,186920,120000,5153891,NA,5273891,NA,2023-07-28
Sudan,SDN,EMR,2021,919821,851909,868717,3706587,NA,4575304,NA,2023-07-28
Suriname,SUR,AMR,2017,70937,178359,53622,310710,10000,374332,0,2023-07-28
Suriname,SUR,AMR,2018,343402,215088,214615,586781,10000,811396,0,2023-07-28
Suriname,SUR,AMR,2019,325601,303110,523800,317960,NA,841760,0,2023-07-28
Suriname,SUR,AMR,2020,241375,216813,460298,225544,50000,735842,0,2023-07-28
Suriname,SUR,AMR,2021,289608,104728,280289,174610,70000,524899,0,2023-07-28
Sweden,SWE,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sweden,SWE,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sweden,SWE,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sweden,SWE,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Sweden,SWE,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Switzerland,CHE,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Syrian Arab Republic,SYR,EMR,2017,44000,NA,NA,0,44000,44000,NA,2023-07-28
Syrian Arab Republic,SYR,EMR,2018,378851,0,0,1968627,0,1968627,0,2023-07-28
Syrian Arab Republic,SYR,EMR,2019,277600,0,0,880960,0,880960,0,2023-07-28
Syrian Arab Republic,SYR,EMR,2020,277600,0,0,1031100,0,1031100,0,2023-07-28
Syrian Arab Republic,SYR,EMR,2021,277600,17000,0,1094680,0,1094680,0,2023-07-28
Tajikistan,TJK,EUR,2017,4150681,2048468,1717116,9509576,563513,14477483,2687278,2023-07-28
Tajikistan,TJK,EUR,2018,4627167,2903572,4757620,2903754,2335006,11680245,1683865,2023-07-28
Tajikistan,TJK,EUR,2019,1020112,599199,5344896,4435167,1183733,11348178,384382,2023-07-28
Tajikistan,TJK,EUR,2020,2299555,412345,6267320,5135294,602594,12005208,NA,2023-07-28
Tajikistan,TJK,EUR,2021,2593425,218336,467248,8795563,735674,10004485,6000,2023-07-28
Thailand,THA,SEA,2017,2051275,1560865,16558496,2682370,NA,19240866,NA,2023-07-28
Thailand,THA,SEA,2018,2936396,1442130,21041588,3440172,1619349,26101109,0,2023-07-28
Thailand,THA,SEA,2019,6367936,1519287,22747579,6614776,709941,30072296,0,2023-07-28
Thailand,THA,SEA,2020,7467536,1656481,19678492,7976346,454361,28109199,NA,2023-07-28
Thailand,THA,SEA,2021,6624428,1747716,20337229,5553155,23900,25914284,NA,2023-07-28
Timor-Leste,TLS,SEA,2017,355200,236170,197939,1625046,0,1822985,0,2023-07-28
Timor-Leste,TLS,SEA,2018,713,364082,0,2956790,0,2956790,0,2023-07-28
Timor-Leste,TLS,SEA,2019,490391,342777,NA,2054965,NA,2054965,NA,2023-07-28
Timor-Leste,TLS,SEA,2020,515157,250789,514148,1402591,NA,1916739,NA,2023-07-28
Timor-Leste,TLS,SEA,2021,155397,295724,NA,10236642,NA,10236642,NA,2023-07-28
Togo,TGO,AFR,2017,1124295,336078,309885,3220630,26097,3556612,NA,2023-07-28
Togo,TGO,AFR,2018,125325,296471,178719,516771,87644,783134,0,2023-07-28
Togo,TGO,AFR,2019,280965,648910,619885,647894,27599,1295378,0,2023-07-28
Togo,TGO,AFR,2020,64568,871791,832316,182656,52847,1067819,0,2023-07-28
Togo,TGO,AFR,2021,485380,799100,708794,859565,0,1568359,0,2023-07-28
Tokelau,TKL,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tokelau,TKL,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tokelau,TKL,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tokelau,TKL,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tokelau,TKL,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tonga,TON,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tonga,TON,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tonga,TON,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tonga,TON,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tonga,TON,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tunisia,TUN,EMR,2017,220000,618750,1237600,0,0,1237600,0,2023-07-28
Tunisia,TUN,EMR,2018,300000,618750,1317600,0,0,1317600,0,2023-07-28
Tunisia,TUN,EMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tunisia,TUN,EMR,2020,185000,30000,992000,0,0,992000,0,2023-07-28
Tunisia,TUN,EMR,2021,200000,40000,1132000,NA,NA,1132000,NA,2023-07-28
Türkiye,TUR,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Türkiye,TUR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Türkiye,TUR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Türkiye,TUR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Türkiye,TUR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turkmenistan,TKM,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turkmenistan,TKM,EUR,2018,NA,NA,NA,2419246,NA,2631246,212000,2023-07-28
Turkmenistan,TKM,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turkmenistan,TKM,EUR,2020,926241,12056187,13487774,2928206,NA,16415980,NA,2023-07-28
Turkmenistan,TKM,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uganda,UGA,AFR,2017,707000,507000,30000,5226398,985500,11241898,5000000,2023-07-28
Uganda,UGA,AFR,2018,4909627,1000811,1908108,7283493,504601,19696202,10000000,2023-07-28
Uganda,UGA,AFR,2019,8815288,1000811,1908108,13874223,4726775,25523528,5014422,2023-07-28
Uganda,UGA,AFR,2020,1571381,1000000,3439034,10388011,400000,20835749,6608704,2023-07-28
Uganda,UGA,AFR,2021,1571381,2000000,3439034,10388011,4684141,25990635,7479449,2023-07-28
Ukraine,UKR,EUR,2017,8808902,307536,28564702,9542463,938616,41602886,2557105,2023-07-28
Ukraine,UKR,EUR,2018,6581087,79627,41697411,10796259,NA,52493670,NA,2023-07-28
Ukraine,UKR,EUR,2019,3535027,91511,116680262,15963579,0,132703841,60000,2023-07-28
Ukraine,UKR,EUR,2020,8002329,94666,99143944,24064559,0,128008503,4800000,2023-07-28
Ukraine,UKR,EUR,2021,3406000,58139000,77794000,12685000,0,90951000,472000,2023-07-28
United Arab Emirates,ARE,EMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Arab Emirates,ARE,EMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Arab Emirates,ARE,EMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Arab Emirates,ARE,EMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Arab Emirates,ARE,EMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Republic of Tanzania,TZA,AFR,2017,1831880,1436888,380000,8939846,750000,10069846,NA,2023-07-28
United Republic of Tanzania,TZA,AFR,2018,4971080,1809689,1487985,16562762,750000,21514063,2713316,2023-07-28
United Republic of Tanzania,TZA,AFR,2019,339808,10386917,11627238,7996236,1424203,36194516,15146839,2023-07-28
United Republic of Tanzania,TZA,AFR,2020,3144204,3906659,12208599,12067181,2809840,33585620,6500000,2023-07-28
United Republic of Tanzania,TZA,AFR,2021,4084339,2779356,3997414,14805106,1915387,28697907,7980000,2023-07-28
United States of America,USA,AMR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United States of America,USA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United States of America,USA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United States of America,USA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United States of America,USA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uruguay,URY,AMR,2017,153639,2946407,4048776,NA,NA,4048776,NA,2023-07-28
Uruguay,URY,AMR,2018,165869,3180941,4371058,NA,NA,4371058,NA,2023-07-28
Uruguay,URY,AMR,2019,180449,3460546,4809779,0,0,4809779,0,2023-07-28
Uruguay,URY,AMR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uruguay,URY,AMR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uzbekistan,UZB,EUR,2017,2400546,209198,NA,10201467,389402,11224697,633828,2023-07-28
Uzbekistan,UZB,EUR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uzbekistan,UZB,EUR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uzbekistan,UZB,EUR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uzbekistan,UZB,EUR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Vanuatu,VUT,WPR,2017,20000,210000,132293,180000,20000,332293,0,2023-07-28
Vanuatu,VUT,WPR,2018,2000,210000,217490,130000,36051,383541,0,2023-07-28
Vanuatu,VUT,WPR,2019,NA,NA,483136,10758488,4019540,15261164,NA,2023-07-28
Vanuatu,VUT,WPR,2020,3668,195462,195462,89647,3668,288777,NA,2023-07-28
Vanuatu,VUT,WPR,2021,50,154,102,256,102,460,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2017,0,NA,NA,0,17000,17000,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2018,33223,6788,353081,0,43883,396964,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2019,80404,10800,10800,0,350908,361708,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2020,679258,27893,234412,1085696,51569,1371677,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2021,356780,303376,377966,1200000,0,1577966,0,2023-07-28
Viet Nam,VNM,WPR,2017,984393,862943,8586666,18517174,538235,27642075,NA,2023-07-28
Viet Nam,VNM,WPR,2018,6221600,297855,6454000,17109014,829595,24392609,NA,2023-07-28
Viet Nam,VNM,WPR,2019,6791184,797997,1161429,17006869,1031075,19199373,0,2023-07-28
Viet Nam,VNM,WPR,2020,15492176,1761836,7899001,33766579,NA,42534228,868648,2023-07-28
Viet Nam,VNM,WPR,2021,33019799,1886157,4941829,49513419,NA,54455248,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2017,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2018,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2019,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2020,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2021,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Yemen,YEM,EMR,2017,4048,281488,34400,514249,0,548649,0,2023-07-28
Yemen,YEM,EMR,2018,236483,213750,24000,2313948,0,2337948,0,2023-07-28
Yemen,YEM,EMR,2019,187682,271440,83000,1289603,0,1372603,0,2023-07-28
Yemen,YEM,EMR,2020,184875,346730,83000,1369796,0,1452796,0,2023-07-28
Yemen,YEM,EMR,2021,187682,376530,69000,1652076,0,1721076,0,2023-07-28
Zambia,ZMB,AFR,2017,1228589,518115,2173704,6707765,2018596,11026955,126890,2023-07-28
Zambia,ZMB,AFR,2018,1212486,618115,6112996,8044576,1212096,20357293,4987625,2023-07-28
Zambia,ZMB,AFR,2019,1412486,618115,12510855,3000000,2212456,22873311,5150000,2023-07-28
Zambia,ZMB,AFR,2020,1400000,718340,12000000,5333530,3000000,27138930,6805400,2023-07-28
Zambia,ZMB,AFR,2021,1400000,718340,17044672,7866829,3500000,37216901,8805400,2023-07-28
Zimbabwe,ZWE,AFR,2017,2298314,1914270,2484000,8167459,NA,10651459,NA,2023-07-28
Zimbabwe,ZWE,AFR,2018,2582279,1556494,417600,7203689,178000,12535016,4735727,2023-07-28
Zimbabwe,ZWE,AFR,2019,1762498,1556935,385000,9184722,295796,11881039,2015521,2023-07-28
Zimbabwe,ZWE,AFR,2020,701889,2094381,3000,5566474,942938,9226433,2714021,2023-07-28
Zimbabwe,ZWE,AFR,2021,2891600,1596263,845670,7527940,1890543,20640324,10376171,2023-07-28
